,USB Connect,,,,,,,,,,,,,,,,,,,,,,,,,USB Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,filecopy,,,,,,,,,,,,,,,,,,,,,,,,,logon,,,,,,,,,,,,,,,,,,,,,,,,,logoff,,,,,,,,,,,,,,,,,,,,,,,
DIB0285,0,0,0,0,0,0,3,3,3,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,DIB0285,0,0,0,0,0,0,3,3,3,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,DIB0285,0,0,0,0,0,0,5,5,5,1,1,1,6,6,6,1,1,1,0,0,0,0,0,0,DIB0285,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,DIB0285,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0
IAR0694,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,IAR0694,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,IAR0694,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,IAR0694,0,0,0,0,0,0,2,0,0,1,0,0,2,2,0,1,1,0,1,1,0,1,1,0,IAR0694,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,2,1,1,1,0,0
CMM0487,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CMM0487,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CMM0487,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CMM0487,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,CMM0487,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
LCC0819,0,0,0,0,0,0,4,4,2.75,1,1,0,5,5,4.5,1,1,0.75,3,3,3,1,1,1,LCC0819,0,0,0,0,0,0,4,4,2.75,1,1,0,6,6,5.5,1,1,0.75,3,3,2.75,1,1,0.75,LCC0819,0,0,0,0,0,0,5,5,0.75,1,1,0,7,7,5.75,1,1,0.75,5,5,5,1,1,1,LCC0819,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,LCC0819,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0.25,1,0,0
MPM0220,4,4,3,1,1,0.75,11,11,10,5,5,4.75,10,10,9.25,4,4,3.75,7,7,4.5,1,1,0,MPM0220,4,4,3,1,1,0.75,11,11,10.25,5,5,4.75,10,10,9.25,4,4,3.75,7,7,4.5,1,1,0,MPM0220,18,18,14,4,4,3.75,33,33,29.5,13,13,12.75,34,34,31,14,14,13.75,20,20,13.5,9,9,6.75,MPM0220,4,0,1,1,0,0,4,0,1,1,0,0,3,0,0,1,0,0,5,0,0,1,0,0,MPM0220,4,0,1,1,0,0,2,1,1.25,1,0,0,4,1,0,1,0,0,5,0,0,1,0,0
JDB0169,0,0,0,0,0,0,9,9,7,4,4,3,9,9,9,3,3,3,0,0,0,0,0,0,JDB0169,0,0,0,0,0,0,9,9,7,4,4,3,9,9,9,4,4,4,0,0,0,0,0,0,JDB0169,0,0,0,0,0,0,27,27,23,10,10,9,27,27,27,7,7,7,0,0,0,0,0,0,JDB0169,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,JDB0169,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
ZJS0269,0,0,0,0,0,0,0,2,5.5,0,1,1,0,2,4.5,0,1,1.5,0,0,0,0,0,0,ZJS0269,0,0,0,0,0,0,0,2,5.5,0,1,1,0,2,5,0,1,1.5,0,0,0,0,0,0,ZJS0269,0,0,0,0,0,0,0,5,13,0,1,2.5,0,7,12,0,1,1,0,0,0,0,0,0,ZJS0269,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,ZJS0269,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,0,0,0.5
MDH0580,0,0,0,0,0,0,5,5,5,1,1,1,4,4,4,1,1,1,2,2,2,1,1,1,MDH0580,0,0,0,0,0,0,5,5,5,1,1,1,4,4,4,1,1,1,2,2,2,1,1,1,MDH0580,0,0,0,0,0,0,5,5,5,1,1,1,6,6,6,1,1,1,3,3,3,1,1,1,MDH0580,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,MDH0580,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
JRS0362,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,JRS0362,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,JRS0362,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,JRS0362,4,0,1,1,0,0,4,0,1,1,0,0,2,1,1,1,0,0,4,1,1,1,0,0,JRS0362,4,0,1,1,0,0,3,0,0.25,1,0,0,3,0,1,1,0,0,4,1,1,1,0,0
WXH0872,0,0,0,0,0,0,4,4,2,1,1,0,4,4,4,1,1,1,2,2,2,1,1,1,WXH0872,0,0,0,0,0,0,4,4,2,1,1,0,4,4,4,1,1,1,2,2,2,1,1,1,WXH0872,0,0,0,0,0,0,7,7,3,1,1,0,9,9,9,1,1,1,4,4,4,1,1,1,WXH0872,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,WXH0872,1,1,1,1,1,1,2,2,1,1,1,0,2,1,0,1,0,0,1,1,1,1,1,1
JCR0921,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,JCR0921,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,JCR0921,0,0,0,0,0,0,0,0,7.75,0,0,1,0,0,8,0,0,1.75,0,0,0,0,0,0,JCR0921,0,0,0.75,0,0,0.75,1,1,2,1,0,0,0,1,2,0,1,1,0,0,0.75,0,0,0.75,JCR0921,0,0,0.75,0,0,0.75,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0.75,1,0,0
GCL0016,0,0,0,0,0,0,3,3,3,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,GCL0016,0,0,0,0,0,0,3,3,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,GCL0016,0,0,0,0,0,0,10,10,10,1,1,1,6,6,6,2,2,2,3,3,3,1,1,1,GCL0016,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,GCL0016,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,2,2,1,1,1,0
GOK0238,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,GOK0238,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,GOK0238,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,GOK0238,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,GOK0238,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
SAP0867,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SAP0867,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SAP0867,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SAP0867,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,SAP0867,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
HCW0419,0,0,0,0,0,0,0,2,5.5,0,1,1,0,2,4.5,0,1,1.5,0,0,0,0,0,0,HCW0419,0,0,0,0,0,0,0,2,5.5,0,1,1,0,2,5,0,1,1.5,0,0,0,0,0,0,HCW0419,0,0,0,0,0,0,0,5,13,0,1,2.5,0,7,12,0,1,1,0,0,0,0,0,0,HCW0419,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,HCW0419,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0.5,1,1,0.5
DAL0673,0,0,0,0,0,0,3,3,1,1,1,0,3,3,1,1,1,0,0,0,0,0,0,0,DAL0673,0,0,0,0,0,0,3,3,1,1,1,0,3,3,1,1,1,0,0,0,0,0,0,0,DAL0673,0,0,0,0,0,0,8,8,0.25,1,1,0,8,8,0,1,1,0.75,0,0,0,0,0,0,DAL0673,0,0,0.75,0,0,0.75,3,1,0,1,0,0,2,1,0,1,0,0,0,0,0.75,0,0,0.75,DAL0673,0,0,0.75,0,0,0.75,1,1,0,1,1,0,2,1,1,1,0,0,0,1,1.75,0,1,1
KAL0395,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,KAL0395,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,KAL0395,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,KAL0395,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,KAL0395,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
CLF0852,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CLF0852,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CLF0852,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CLF0852,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,CLF0852,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
CEJ0109,0,0,0,0,0,0,4,4,4,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,CEJ0109,0,0,0,0,0,0,4,4,4,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,CEJ0109,0,0,0,0,0,0,5,5,5,1,1,1,7,7,7,1,1,1,2,2,2,1,1,1,CEJ0109,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0.5,0,0,0.5,CEJ0109,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.5,0,1,1,1,1,0,1,1,0
JCW0858,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,JCW0858,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,JCW0858,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,JCW0858,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,JCW0858,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
DFR0218,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,DFR0218,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,DFR0218,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,DFR0218,4,0,1,1,0,0,5,1,0,1,0,0,4,1,1,1,0,0,5,0,0,1,0,0,DFR0218,4,0,1,1,0,0,4,1,0.75,1,0,0,4,1,0,1,0,0,5,0,0,1,0,0
BAL0044,5,5,4,1,1,0.75,4,4,3,1,1,0.75,3,3,2.25,1,1,0.75,5,5,2.5,1,1,0,BAL0044,5,5,4,1,1,0.75,4,4,3.25,1,1,0.75,3,3,2.25,1,1,0.75,5,5,2.5,1,1,0,BAL0044,26,26,22,2,2,1.75,15,15,11.5,1,1,0.75,14,14,11,3,3,2.75,22,22,15.5,4,4,1.75,BAL0044,5,1,0,1,0,0,5,1,0,2,1,1,3,0,0,1,0,0,5,0,0,1,0,0,BAL0044,5,1,0,1,0,0,4,1,0.75,1,0,0,3,0,1,1,0,0,5,0,0,1,0,0
IUB0565,0,0,0,0,0,0,4,4,4,1,1,1,6,6,6,1,1,1,0,0,0,0,0,0,IUB0565,0,0,0,0,0,0,4,4,4,1,1,1,6,6,6,1,1,1,0,0,0,0,0,0,IUB0565,0,0,0,0,0,0,5,5,5,1,1,1,6,6,6,2,2,2,0,0,0,0,0,0,IUB0565,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,IUB0565,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
TET0621,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TET0621,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TET0621,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TET0621,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,TET0621,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
ARA0252,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,ARA0252,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,ARA0252,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,7.5,0,0,1,0,0,0,0,0,0,ARA0252,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0.5,1,0,0,0,0,1,0,0,1,ARA0252,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
AMR0318,0,0,0,0,0,0,3,3,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,AMR0318,0,0,0,0,0,0,2,2,0,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,AMR0318,0,0,0,0,0,0,9,9,5,1,1,0,7,7,7,1,1,1,0,0,0,0,0,0,AMR0318,1,1,1,1,1,1,2,1,0,1,0,0,2,2,1,1,1,0,1,1,1,1,1,1,AMR0318,1,1,1,1,1,1,1,1,0,1,1,0,2,1,0,1,0,0,1,1,1,1,1,1
DGF0443,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,DGF0443,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,DGF0443,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,7.5,0,0,1,0,0,0,0,0,0,DGF0443,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1.5,0,1,1,0,0,1,0,0,1,DGF0443,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
CAB0614,0,0,0,0,0,0,3,3,1,1,1,0,4,4,4,1,1,1,0,0,0,0,0,0,CAB0614,0,0,0,0,0,0,3,3,1,1,1,0,4,4,4,1,1,1,0,0,0,0,0,0,CAB0614,0,0,0,0,0,0,11,11,7,3,3,2,10,10,10,1,1,1,0,0,0,0,0,0,CAB0614,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,CAB0614,0,0,0,0,0,0,2,2,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
ZDW0859,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ZDW0859,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ZDW0859,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ZDW0859,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,ZDW0859,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
EHD0584,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,EHD0584,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,EHD0584,7,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EHD0584,1,1,1,1,1,1,2,1,0,1,0,0,2,2,1,1,1,0,1,1,1,1,1,1,EHD0584,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,2,1,1,1,0,0
OLB0749,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,OLB0749,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,OLB0749,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,OLB0749,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,OLB0749,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
BWH0813,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,BWH0813,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,BWH0813,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,BWH0813,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,BWH0813,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
DMG0358,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,DMG0358,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,DMG0358,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,DMG0358,4,0,1,1,0,0,4,0,1,1,0,0,4,1,1,1,0,0,5,0,0,1,0,0,DMG0358,4,0,1,1,0,0,3,0,0.25,1,0,0,4,1,0,1,0,0,5,0,0,1,0,0
AMD0077,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2.5,0,0,1,0,0,0,0,0,0,AMD0077,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2.5,0,0,1,0,0,0,0,0,0,AMD0077,0,0,0,0,0,0,0,0,19,0,0,4,0,0,19,0,0,9,0,0,0,0,0,0,AMD0077,0,0,0,0,0,0,1,1,1.5,1,0,0,0,1,1.5,0,1,1,0,0,0,0,0,0,AMD0077,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.5,1,0,0,0,0,1,0,0,0.5
DAG0558,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0,0,0,0,DAG0558,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0.25,0,0,0.25,DAG0558,0,0,0,0,0,0,0,0,5.75,0,0,1,0,0,1.25,0,0,0.25,0,0,0,0,0,0,DAG0558,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,DAG0558,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.25,1,0,0
FBW0747,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FBW0747,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FBW0747,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FBW0747,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,FBW0747,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
SNC0187,0,0,0,0,0,0,3,3,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,SNC0187,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,SNC0187,0,0,0,0,0,0,27,27,27,22,22,22,27,27,27,27,27,27,19,19,19,2,2,2,SNC0187,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,SNC0187,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
IBB0359,4,4,3,1,1,0.75,11,11,10,5,5,4.75,12,12,11.25,5,5,4.75,7,7,4.5,1,1,0,IBB0359,4,4,3,1,1,0.75,11,11,10.25,5,5,4.75,12,12,11.25,5,5,4.75,7,7,4.5,1,1,0,IBB0359,22,22,18,8,8,7.75,19,19,15.5,1,1,0.75,13,13,10,1,1,0.75,21,21,14.5,3,3,0.75,IBB0359,5,1,0,1,0,0,5,1,0,1,0,0,4,1,1,1,0,0,5,0,0,1,0,0,IBB0359,5,1,0,1,0,0,4,1,0.75,1,0,0,4,1,0,1,0,0,5,0,0,1,0,0
AJD0074,0,0,0,0,0,0,2,2,2,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,AJD0074,0,0,0,0,0,0,2,2,2,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,AJD0074,0,0,0,0,0,0,11,11,11,1,1,1,11,11,11,6,6,6,0,0,0,0,0,0,AJD0074,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,AJD0074,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,0,0,1,0,0,1
MSH0040,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,MSH0040,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,MSH0040,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,MSH0040,4,0,1,1,0,0,4,0,1,1,0,0,2,1,1,1,0,0,4,1,1,1,0,0,MSH0040,4,0,1,1,0,0,3,0,0.25,1,0,0,3,0,1,1,0,0,4,1,1,1,0,0
QJR0688,0,0,0,0,0,0,3,3,1.75,1,1,0,3,3,2.5,1,1,0.75,3,3,3,1,1,1,QJR0688,0,0,0,0,0,0,3,3,1.75,1,1,0,3,3,2.5,1,1,0.75,3,3,2.75,1,1,0.75,QJR0688,0,0,0,0,0,0,11,11,5.25,1,1,0,11,11,9.75,1,1,0.75,7,7,7,1,1,1,QJR0688,0,0,0,0,0,0,2,1,0,1,0,0,2,2,1,1,1,0,1,1,0,1,1,0,QJR0688,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,2,1,0.75,1,0,0
RDT0424,0,0,0,0,0,0,3,3,1.5,1,1,0,3,3,1.5,1,1,0.5,0,0,0,0,0,0,RDT0424,0,0,0,0,0,0,3,3,1.5,1,1,0,3,3,1.5,1,1,0.5,1,1,1,1,1,1,RDT0424,0,0,0,0,0,0,10,10,6.5,1,1,0.5,10,10,6,1,1,0.5,0,0,0,0,0,0,RDT0424,0,0,0,0,0,0,3,2,1.5,1,0,0,2,2,2,1,1,1,1,1,1,1,1,1,RDT0424,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,2,1,1,1,0,0
RLG0856,0,0,0,0,0,0,2,2,0,1,1,0,4,4,4,1,1,1,2,2,2,1,1,1,RLG0856,0,0,0,0,0,0,2,2,0,1,1,0,4,4,4,1,1,1,2,2,2,1,1,1,RLG0856,0,0,0,0,0,0,9,9,5,1,1,0,7,7,7,1,1,1,6,6,6,2,2,2,RLG0856,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,RLG0856,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1
MLD0755,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLD0755,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLD0755,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MLD0755,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,MLD0755,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
MOS0047,4,4,3,1,1,0.75,6,6,5,1,1,0.75,8,8,7.25,1,1,0.75,5,5,2.5,1,1,0,MOS0047,4,4,3,1,1,0.75,6,6,5.25,1,1,0.75,8,8,7.25,1,1,0.75,5,5,2.5,1,1,0,MOS0047,18,18,14,8,8,7.75,17,17,13.5,1,1,0.75,13,13,10,1,1,0.75,26,26,19.5,3,3,0.75,MOS0047,4,0,1,1,0,0,5,1,0,2,1,1,3,0,0,1,0,0,5,0,0,1,0,0,MOS0047,4,0,1,1,0,0,3,0,0.25,1,0,0,3,0,1,1,0,0,5,0,0,1,0,0
AAE0190,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,AAE0190,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,AAE0190,0,0,0,0,0,0,0,0,6.75,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,AAE0190,0,0,0,0,0,0,1,0,1.25,1,0,0,0,0.5,1.25,0,0.5,1,0,0,0,0,0,0,AAE0190,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.25,0,1,1,1,1,0,1,1,0
JJB0127,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,JJB0127,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,JJB0127,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,7.5,0,0,1,0,0,0,0,0,0,JJB0127,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1.5,0,1,1,0,0,1,0,0,1,JJB0127,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
RSM0277,0,0,0,0,0,0,3,3,1.5,1,1,0,3,3,1.5,1,1,0.5,0,0,0,0,0,0,RSM0277,0,0,0,0,0,0,3,3,1.5,1,1,0,3,3,1.5,1,1,0.5,0,0,0,0,0,0,RSM0277,0,0,0,0,0,0,7,7,3.5,1,1,0.5,10,10,6,1,1,0.5,0,0,0,0,0,0,RSM0277,0,0,0,0,0,0,3,2,1.5,2,1,1,2,2,2,1,1,1,0,0,0,0,0,0,RSM0277,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,0,1,1,0,1,1
IIW0249,0,0,0,0,0,0,9,9,7,4,4,3,9,9,7,5,5,4,5,5,5,1,1,1,IIW0249,0,0,0,0,0,0,9,9,7.5,4,4,3,10,10,8,5,5,4,5,5,5,1,1,1,IIW0249,0,0,0,0,0,0,5,5,1.5,1,1,0,8,8,0.5,1,1,0,3,3,3,1,1,1,IIW0249,1,1,1,1,1,1,2,0,0,1,0,0,1,0,0.5,1,0,0,1,1,0,1,1,0,IIW0249,1,1,1,1,1,1,1,1,0,1,1,0,2,1,1,1,0,0,1,0,0,1,0,0
